opcode,mnem,op_enc,ops,prefs,feature_flag,exceptions
VEX.NDS.128.66.0F3A.W0 4A /r /is4,VBLENDVPS,RVMR,xmm:mew; xmm:mer; xmm/m128:mer; xmm:mer,pref67:operand/1,AVX,UD; GP; AC; PFS
VEX.NDS.256.66.0F3A.W0 4A /r /is4,VBLENDVPS,RVMR,ymm:mew; ymm:mer; ymm/m256:mer; ymm:mer,pref67:operand/1,AVX,UD; GP; AC; PFS
VEX.NDD.LZ.0F38.W0 F3 /3,BLSI,VM,r32:mew; r/m32:mer; ZF:w; SF:w; CF:w; OF:0; AF:u; PF:u,pref67:operand/1,BMI1,UDX; SSX; GP; PF; AC
VEX.NDD.LZ.0F38.W1 F3 /3,BLSI,VM,r64:mew; r/m64:mer; ZF:w; SF:w; CF:w; OF:0; AF:u; PF:u,pref67:operand/1,BMI1,UDX; SSX; GP; PF; AC
VEX.NDD.LZ.0F38.W0 F3 /2,BLSMSK,VM,r32:mew; r/m32:mer; SF:w; CF:w; ZF:w; OF:0; AF:u; PF:u,pref67:operand/1,BMI1,UDX; SSX; GP; PF; AC
VEX.NDD.LZ.0F38.W1 F3 /2,BLSMSK,VM,r64:mew; r/m64:mer; SF:w; CF:w; ZF:w; OF:0; AF:u; PF:u,pref67:operand/1,BMI1,UDX; SSX; GP; PF; AC
VEX.NDD.LZ.0F38.W0 F3 /1,BLSR,VM,r32:mew; r/m32:mer; ZF:w; SF:w; CF:w; OF:0; AF:u; PF:u,pref67:operand/1,BMI1,UDX; SSX; GP; PF; AC
VEX.NDD.LZ.0F38.W1 F3 /1,BLSR,VM,r64:mew; r/m64:mer; ZF:w; SF:w; CF:w; OF:0; AF:u; PF:u,pref67:operand/1,BMI1,UDX; SSX; GP; PF; AC
0F BC /r,BSF,RM,r16:mew?; r/m16:mer; ZF:w; CF:u; OF:u; SF:u; AF:u; PF:u,pref66:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F BC /r,BSF,RM,r32:mew?; r/m32:mer; ZF:w; CF:u; OF:u; SF:u; AF:u; PF:u,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
0F BC /r,BSF,RM,r64:mew?; r/m64:mer; ZF:w; CF:u; OF:u; SF:u; AF:u; PF:u,rex_w:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F BD /r,BSR,RM,r16:mew?; r/m16:mer; ZF:w; CF:u; OF:u; SF:u; AF:u; PF:u,pref66:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F BD /r,BSR,RM,r32:mew?; r/m32:mer; ZF:w; CF:u; OF:u; SF:u; AF:u; PF:u,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
0F BD /r,BSR,RM,r64:mew?; r/m64:mer; ZF:w; CF:u; OF:u; SF:u; AF:u; PF:u,rex_w:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F C8+rd,BSWAP,O,r32:merw,,,
0F C8+rd,BSWAP,O,r64:merw,rex_w:mandatory/1,,
0F A3 /r,BT,MR,r/m16:mer; r16:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,pref66:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F A3 /r,BT,MR,r/m32:mer; r32:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
0F A3 /r,BT,MR,r/m64:mer; r64:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,rex_w:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F BA /4 ib,BT,MI,r/m16:mer; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,pref66:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F BA /4 ib,BT,MI,r/m32:mer; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
0F BA /4 ib,BT,MI,r/m64:mer; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,rex_w:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F BB /r,BTC,MR,r/m16:merw; r16:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F BB /r,BTC,MR,r/m32:merw; r32:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F BB /r,BTC,MR,r/m64:merw; r64:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F BA /7 ib,BTC,MI,r/m16:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F BA /7 ib,BTC,MI,r/m32:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F BA /7 ib,BTC,MI,r/m64:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F B3 /r,BTR,MR,r/m16:merw; r16:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F B3 /r,BTR,MR,r/m32:merw; r32:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F B3 /r,BTR,MR,r/m64:merw; r64:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F BA /6 ib,BTR,MI,r/m16:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F BA /6 ib,BTR,MI,r/m32:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F BA /6 ib,BTR,MI,r/m64:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F AB /r,BTS,MR,r/m16:merw; r16:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F AB /r,BTS,MR,r/m32:merw; r32:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F AB /r,BTS,MR,r/m64:merw; r64:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F BA /5 ib,BTS,MI,r/m16:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0F BA /5 ib,BTS,MI,r/m32:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
0F BA /5 ib,BTS,MI,r/m64:merw; imm8:mer; CF:w; OF:u; SF:u; AF:u; PF:u; ZF:u,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
VEX.NDS.LZ.0F38.W0 F5 /r,BZHI,RMV,r32:mew; r/m32:mer; r32:mer; ZF:w; CF:w; SF:w; OF:0; AF:u; PF:u,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
VEX.NDS.LZ.0F38.W1 F5 /r,BZHI,RMV,r64:mew; r/m64:mer; r64:mer; ZF:w; CF:w; SF:w; OF:0; AF:u; PF:u,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
E8 cd,CALL,D,rel32:mer; RIP:rw,,,SSX; GPX; AC; PF; UD; TS; NPX; SSXXX; SS; GPX; GP; PF; AC
FF /2,CALL,M,r/m64:mer; RIP:w,pref67:operand/1,,SSX; GPX; AC; PF; UD; TS; NPX; SSXXX; SS; GPX; GP; PF; AC
98,CBW,NP,AX:rw,pref66:mandatory/1,,
98,CWDE,NP,EAX:rw,rex_w:optional/0,,
98,CDQE,NP,RAX:rw,rex_w:mandatory/1,,
F8,CLC,NP,CF:0,,,
FC,CLD,NP,DF:0,,,
0F AE /7,CLFLUSH,M,m8:mew,pref67:operand/1,CLFSH,UD; SS; GP; PFXX
0F AE /7,CLFLUSHOPT,M,m8:mew,pref67:operand/1; pref66:mandatory/1,CLFLUSHOPT,
F5,CMC,NP,CF:rw,,,
0F 47 /r,CMOVA/CMOVNBE,RM,r16:mew?; r/m16:mer?; CF:r; ZF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 47 /r,CMOVA/CMOVNBE,RM,r32:mew?; r/m32:mer?; CF:r; ZF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 47 /r,CMOVA/CMOVNBE,RM,r64:mew?; r/m64:mer?; CF:r; ZF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 43 /r,CMOVAE/CMOVNB/CMOVNC,RM,r16:mew?; r/m16:mer?; CF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 43 /r,CMOVAE/CMOVNB/CMOVNC,RM,r32:mew?; r/m32:mer?; CF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 43 /r,CMOVAE/CMOVNB/CMOVNC,RM,r64:mew?; r/m64:mer?; CF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 42 /r,CMOVC/CMOVB/CMOVNAE,RM,r16:mew?; r/m16:mer?; CF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 42 /r,CMOVC/CMOVB/CMOVNAE,RM,r32:mew?; r/m32:mer?; CF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 42 /r,CMOVC/CMOVB/CMOVNAE,RM,r64:mew?; r/m64:mer?; CF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 46 /r,CMOVBE/CMOVNA,RM,r16:mew?; r/m16:mer?; CF:r; ZF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 46 /r,CMOVBE/CMOVNA,RM,r32:mew?; r/m32:mer?; CF:r; ZF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 46 /r,CMOVBE/CMOVNA,RM,r64:mew?; r/m64:mer?; CF:r; ZF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 44 /r,CMOVE/CMOVZ,RM,r16:mew?; r/m16:mer?; ZF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 44 /r,CMOVE/CMOVZ,RM,r32:mew?; r/m32:mer?; ZF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 44 /r,CMOVE/CMOVZ,RM,r64:mew?; r/m64:mer?; ZF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4F /r,CMOVG/CMOVNLE,RM,r16:mew?; r/m16:mer?; ZF:r; SF:r; OF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4F /r,CMOVG/CMOVNLE,RM,r32:mew?; r/m32:mer?; ZF:r; SF:r; OF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4F /r,CMOVG/CMOVNLE,RM,r64:mew?; r/m64:mer?; ZF:r; SF:r; OF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4D /r,CMOVGE/CMOVNL,RM,r16:mew?; r/m16:mer?; SF:r; OF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4D /r,CMOVGE/CMOVNL,RM,r32:mew?; r/m32:mer?; SF:r; OF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4D /r,CMOVGE/CMOVNL,RM,r64:mew?; r/m64:mer?; SF:r; OF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4C /r,CMOVL/CMOVNGE,RM,r16:mew?; r/m16:mer?; SF:r; OF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4C /r,CMOVL/CMOVNGE,RM,r32:mew?; r/m32:mer?; SF:r; OF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4C /r,CMOVL/CMOVNGE,RM,r64:mew?; r/m64:mer?; SF:r; OF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4E /r,CMOVLE/CMOVNG,RM,r16:mew?; r/m16:mer?; ZF:r; SF:r; OF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4E /r,CMOVLE/CMOVNG,RM,r32:mew?; r/m32:mer?; ZF:r; SF:r; OF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4E /r,CMOVLE/CMOVNG,RM,r64:mew?; r/m64:mer?; ZF:r; SF:r; OF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 45 /r,CMOVNE/CMOVNZ,RM,r16:mew?; r/m16:mer?; ZF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 45 /r,CMOVNE/CMOVNZ,RM,r32:mew?; r/m32:mer?; ZF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 45 /r,CMOVNE/CMOVNZ,RM,r64:mew?; r/m64:mer?; ZF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 41 /r,CMOVNO,RM,r16:mew?; r/m16:mer?; OF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 41 /r,CMOVNO,RM,r32:mew?; r/m32:mer?; OF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 41 /r,CMOVNO,RM,r64:mew?; r/m64:mer?; OF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4B /r,CMOVNP/CMOVPO,RM,r16:mew?; r/m16:mer?; PF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4B /r,CMOVNP/CMOVPO,RM,r32:mew?; r/m32:mer?; PF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4B /r,CMOVNP/CMOVPO,RM,r64:mew?; r/m64:mer?; PF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 49 /r,CMOVNS,RM,r16:mew?; r/m16:mer?; SF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 49 /r,CMOVNS,RM,r32:mew?; r/m32:mer?; SF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 49 /r,CMOVNS,RM,r64:mew?; r/m64:mer?; SF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 40 /r,CMOVO,RM,r16:mew?; r/m16:mer?; OF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 40 /r,CMOVO,RM,r32:mew?; r/m32:mer?; OF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 40 /r,CMOVO,RM,r64:mew?; r/m64:mer?; OF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4A /r,CMOVP/CMOVPE,RM,r16:mew?; r/m16:mer?; PF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4A /r,CMOVP/CMOVPE,RM,r32:mew?; r/m32:mer?; PF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 4A /r,CMOVP/CMOVPE,RM,r64:mew?; r/m64:mer?; PF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 48 /r,CMOVS,RM,r16:mew?; r/m16:mer?; SF:r,pref66:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 48 /r,CMOVS,RM,r32:mew?; r/m32:mer?; SF:r,rex_w:optional/0; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
0F 48 /r,CMOVS,RM,r64:mew?; r/m64:mer?; SF:r,rex_w:mandatory/1; pref67:operand/1,CMOV,UD; SS; GP; PF; AC
3C ib,CMP,I,AL:mrw; imm8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,,,SS; GP; PF; AC
3D iw,CMP,I,AX:mrw; imm16:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,pref66:mandatory/1,,SS; GP; PF; AC
3D id,CMP,I,EAX:mrw; imm32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:optional/0,,SS; GP; PF; AC
3D id,CMP,I,RAX:mrw; imm32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:mandatory/1,,SS; GP; PF; AC
80 /7 ib,CMP,MI,r/m8:mer; imm8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:operand/any; pref67:operand/1,,SS; GP; PF; AC
81 /7 iw,CMP,MI,r/m16:mer; imm16:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,pref66:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
81 /7 id,CMP,MI,r/m32:mer; imm32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
81 /7 id,CMP,MI,r/m64:mer; imm32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
83 /7 ib,CMP,MI,r/m16:mer; imm8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,pref66:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
83 /7 ib,CMP,MI,r/m32:mer; imm8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
83 /7 ib,CMP,MI,r/m64:mer; imm8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
38 /r,CMP,MR,r/m8:mer; r8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:operand/any; pref67:operand/1,,SS; GP; PF; AC
39 /r,CMP,MR,r/m16:mer; r16:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,pref66:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
39 /r,CMP,MR,r/m32:mer; r32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
39 /r,CMP,MR,r/m64:mer; r64:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
3A /r,CMP,RM,r8:mer; r/m8:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:operand/any; pref67:operand/1,,SS; GP; PF; AC
3B /r,CMP,RM,r16:mer; r/m16:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,pref66:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
3B /r,CMP,RM,r32:mer; r/m32:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
3B /r,CMP,RM,r64:mer; r/m64:mer; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F C2 /r ib,CMPPD,RMI,xmm:merw; xmm/m128:mer; imm8:mer; DE:w; IE:w,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GPS; AC; PFS; XFSS
VEX.NDS.128.66.0F.WIG C2 /r ib,VCMPPD,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.NDS.256.66.0F.WIG C2 /r ib,VCMPPD,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
EVEX.NDS.128.66.0F.W1 C2 /r ib,VCMPPD,FV,k1 {k2}:mew; xmm:mer; xmm/m128/m64bcst:mer; imm8:mer; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFSS
EVEX.NDS.256.66.0F.W1 C2 /r ib,VCMPPD,FV,k1 {k2}:mew; ymm:mer; ymm/m256/m64bcst:mer; imm8:mer; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFSS
EVEX.NDS.512.66.0F.W1 C2 /r ib,VCMPPD,FV,k1 {k2}:mew; zmm:mer; zmm/m512/m64bcst{sae}:mer; imm8:mer; DE:w; IE:w,,AVX512F,UD; GPS; AC; PFS; XFSS
0F C2 /r ib,CMPPS,RMI,xmm:merw; xmm/m128:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,SSE,UD; GPS; AC; PFS; XFSS
VEX.NDS.128.0F.WIG C2 /r ib,VCMPPS,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.NDS.256.0F.WIG C2 /r ib,VCMPPS,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
EVEX.NDS.128.0F.W0 C2 /r ib,VCMPPS,FV,k1 {k2}:mew; xmm:mer; xmm/m128/m32bcst:mer; imm8:mer; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFSS
EVEX.NDS.256.0F.W0 C2 /r ib,VCMPPS,FV,k1 {k2}:mew; ymm:mer; ymm/m256/m32bcst:mer; imm8:mer; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFSS
EVEX.NDS.512.0F.W0 C2 /r ib,VCMPPS,FV,k1 {k2}:mew; zmm:mer; zmm/m512/m32bcst{sae}:mer; imm8:mer; DE:w; IE:w,,AVX512F,UD; GPS; AC; PFS; XFSS
A6,CMPSBNOREP,NP,SIL:rw; [SIL]:r; DIL:rw; [DIL]:r; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,,,SS; GP; PF; AC
A7,CMPSWNOREP,NP,SI:rw; [SI]:r; DI:rw; [DI]:r; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,pref66:mandatory/1,,SS; GP; PF; AC
A7,CMPSDNOREP,NP,ESI:rw; [ESI]:r; EDI:rw; [EDI]:r; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:optional/0,,SS; GP; PF; AC
A7,CMPSQNOREP,NP,RSI:rw; [RSI]:r; RDI:rw; [RDI]:r; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,rex_w:mandatory/1,,SS; GP; PF; AC
0F C2 /r ib,CMPSD,RMI,xmm[0..63]:merw; xmm/m64:mer; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1; prefF2:mandatory/1,SSE2,SS; GP; PF; AC
VEX.NDS.128.F2.0F.WIG C2 /r ib,VCMPSD,RVMI,xmm:mew; xmm:mer; xmm/m64:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
EVEX.NDS.LIG.F2.0F.W1 C2 /r ib,VCMPSD,T1S,k1 {k2}:mew; xmm:mer; xmm/m64{sae}:mer; imm8:mer; DE:w; IE:w,,AVX512F,UD; GP; ACS; XFSS
0F C2 /r ib,CMPSS,RMI,xmm[0..31]:merw; xmm/m32:mer; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1; prefF3:mandatory/1,SSE,SS; GP; PF; AC
VEX.NDS.128.F3.0F.WIG C2 /r ib,VCMPSS,RVMI,xmm:mew; xmm:mer; xmm/m32:mer; imm8:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFSS
EVEX.NDS.LIG.F3.0F.W0 C2 /r ib,VCMPSS,T1S,k1 {k2}:mew; xmm:mer; xmm/m32{sae}:mer; imm8:mer; DE:w; IE:w,,AVX512F,UD; GP; ACS; XFSS
0F B0 /r,CMPXCHG,MR,r/m8:merw?; r8:mer; AL:rw?; ZF:w; CF:w; PF:w; AF:w; SF:w; OF:w,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GP; PF; AC; SSX; GP; PF; AC
0F B1 /r,CMPXCHG,MR,r/m16:merw?; r16:mer; AX:rw?; ZF:w; CF:w; PF:w; AF:w; SF:w; OF:w,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC; SSX; GP; PF; AC
0F B1 /r,CMPXCHG,MR,r/m32:merw?; r32:mer; EAX:rw?; ZF:w; CF:w; PF:w; AF:w; SF:w; OF:w,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC; SSX; GP; PF; AC
0F B1 /r,CMPXCHG,MR,r/m64:merw?; r64:mer; RAX:rw?; ZF:w; CF:w; PF:w; AF:w; SF:w; OF:w,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC; SSX; GP; PF; AC
0F C7 /1 ,CMPXCHG8B,M,m64:merw?; EDX:rw?; EAX:rw?; ECX:r; EBX:r; ZF:w,lock:optional/1; pref67:operand/1,CX8,
0F C7 /1 ,CMPXCHG16B,M,m128:merw?; RDX:rw?; RAX:rw?; RCX:r; RBX:r; ZF:w,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,CX16,
0F 2F /r,COMISD,RM,xmm:mer; xmm/m64:mer; ZF:w; PF:w; CF:w; OF:0; AF:0; SF:0; DE:w; IE:w,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP; ACS; XFS
VEX.128.66.0F.WIG 2F /r,VCOMISD,RM,xmm:mer; xmm/m64:mer; ZF:w; PF:w; CF:w; OF:0; AF:0; SF:0; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
EVEX.LIG.66.0F.W1 2F /r,VCOMISD,T1S,xmm:mer; xmm/m64{sae}:mer; ZF:w; PF:w; CF:w; OF:0; AF:0; SF:0; DE:w; IE:w,,AVX512F,UD; GP; ACS; XFS
0F 2F /r,COMISS,RM,xmm:mer; xmm/m32:mer; ZF:w; PF:w; CF:w; OF:w; AF:w; SF:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GP; ACS; XFSS
